"gencode_id","ensembl_id","gene_id","WHO_temp_severity.L","WHO_temp_severity.Q","WHO_temp_severity.C","AveExpr","F","P.Value","adj.P.Val","F.std"
"ENSG00000078699.22","ENSG00000078699","CBFA2T2",-0.326343066430238,0.0149774591765282,0.00125851279327036,5.726685829462,24.2727692439834,6.47489253540686e-13,1.35564825013813e-08,19.9344903930163
"ENSG00000084073.10","ENSG00000084073","ZMPSTE24",0.372704895179152,-0.102005050530937,-0.0426704456831455,5.35423148609738,22.6124705105611,3.49424025730524e-12,3.65794541335999e-08,18.7916093522799
"ENSG00000211891.6","ENSG00000211891","IGHE",2.12683535580254,0.44976235667136,0.312872876572416,-0.241297462118979,21.1292646948433,1.62474806898036e-11,1.13391167734139e-07,17.7486880058441
"ENSG00000112787.14","ENSG00000112787","FBRSL1",-0.318456846094464,0.0089616882184676,0.0153788542625789,7.18387416318865,20.5525822907032,2.97716171789276e-11,1.55832087218802e-07,17.3374092338925
"ENSG00000198431.16","ENSG00000198431","TXNRD1",0.443176797651171,-0.06735264464776,-0.0127818238236314,6.12709270574194,19.9016777711614,5.93037563494312e-11,2.48328549337608e-07,16.8692087997405
"ENSG00000211637.2","ENSG00000211637","IGLV4-69",1.27198320180208,-1.44714630344856,0.597863068937395,2.64560576701607,19.5948077352545,8.22385616826972e-11,2.86971460991772e-07,16.6469869373313
"ENSG00000006062.18","ENSG00000006062","MAP3K14",-0.308577890792785,0.0937264017842176,-0.012995913178098,6.15026665731453,19.2633878620388,1.17241250452366e-10,3.50668580103028e-07,16.4059031741715
"ENSG00000143294.15","ENSG00000143294","PRCC",0.151712357209672,-0.0895831590653461,-0.0461887144964192,5.6553889136403,18.9957675892658,1.56291837324978e-10,4.09035274759134e-07,16.2104004286381
"ENSG00000167615.17","ENSG00000167615","LENG8",-0.28411891795371,0.0684845630275002,-0.00973018659924168,9.4043455524071,18.0195864094072,4.4996217226354e-10,1.04676200007575e-06,15.490907952489
"ENSG00000106070.20","ENSG00000106070","GRB10",1.04135660137173,0.0464271977106506,0.00324612693539726,4.92539413767806,17.2605015496721,1.03389865967847e-09,2.16467362376881e-06,14.9243816654228
"ENSG00000115073.8","ENSG00000115073","ACTR1B",-0.229301737614145,0.0686350913836861,0.00104343061221464,6.01494694124596,17.122779961137,1.20344942665387e-09,2.29060187689564e-06,14.8209236593652
"ENSG00000178605.13","ENSG00000178605","GTPBP6",-0.296865851123023,0.0623020487199712,0.0063196062535099,5.82352854517685,16.819673387871,1.68270978877377e-09,2.93590790396304e-06,14.5924904943124
"ENSG00000071537.14","ENSG00000071537","SEL1L",0.360402404670356,-0.0651714551378847,-0.0533338911436144,7.03222443299954,16.7106992769648,1.8988726805036e-09,3.05820748551568e-06,14.5101145521297
"ENSG00000058453.17","ENSG00000058453","CROCC",-0.34849276213401,0.0794145896063241,-0.00845454909884435,5.60444764419136,16.6050556879584,2.13526917669128e-09,3.19329505374181e-06,14.4301300093255
"ENSG00000273015.2","ENSG00000273015","ENSG00000273015",-0.317728046318355,0.0678363243981748,-0.00914177939502081,4.44579899826772,16.4448057729091,2.55204610638792e-09,3.5531813360892e-06,14.3085640236283
