"term_id","pval","beta","se","log_p","adj_p"
"BIOCARTA_GRANULOCYTES_PATHWAY",1.18180855760284e-05,0.204285225460124,0.0651339448448374,4.92745286957193,0.000671343506431804
"BIOCARTA_LYM_PATHWAY",0.000841449050845642,0.0654304653416481,0.0783780457908851,3.07497217512068,0.00794166743738015
"BIOCARTA_LAIR_PATHWAY",0.014708315978601,0.0367434771969495,0.0676391030945021,1.83243704875907,0.0543124727484647
"BIOCARTA_TEL_PATHWAY",0.0079562515181995,0.213054153496158,0.0703971889782855,2.09929149613087,0.0353812094029023
"BIOCARTA_PDZS_PATHWAY",0.153811208520205,-0.10678500341167,0.0703459670533059,0.813012015502674,0.296672002414109
"BIOCARTA_GHRELIN_PATHWAY",0.0316688381164777,-0.306884142506421,0.106054054844363,1.49936786996749,0.093696517468788
"KEGG_N_GLYCAN_BIOSYNTHESIS",9.49356577949216e-05,0.26754007263892,0.0570430098435496,4.02257063609808,0.00220615095348335
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.0376031733622509,0.070385877175267,0.0938578582085837,1.42477550306275,0.106120494055968
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.27677061290357,0.138073731480099,0.0794574964743511,0.557880024516417,0.447149586535033
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.000220318763684651,0.415093737119637,0.0894380057753471,3.65694851411711,0.00391900346311787
"KEGG_GLYCEROLIPID_METABOLISM",0.002117120517473,0.00551681269223697,0.0632734934083219,2.67425441898402,0.0140688650236602
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.0445538261098093,-0.109840308367688,0.0606134734060827,1.35111499449968,0.12033633094996
"KEGG_ETHER_LIPID_METABOLISM",0.454021611569937,-0.0559302300250405,0.05557705364405,0.342923474098442,0.612971075794396
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.526089151761219,-0.0157624754961822,0.0595707910418803,0.27894065349426,0.67377672454655
"KEGG_LINOLEIC_ACID_METABOLISM",0.0433163093829909,-0.0098221980049724,0.0618017300630968,1.36334855303659,0.118447237303489
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.0866042648951958,-0.0296853382964106,0.0721705748394638,1.0624607202824,0.196280708469035
"KEGG_SPHINGOLIPID_METABOLISM",0.0155624362249228,0.227414153604137,0.0705101477674514,1.80792241530129,0.0562740250350906
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.839094729113322,0.0302068984378608,0.0853516258620911,0.0761890069795868,0.897719208972394
