"term_id","pval","beta","se","log_p","adj_p"
"BIOCARTA_GRANULOCYTES_PATHWAY",0.68308503630637,0.0244221880791272,0.0596671955017164,0.165525228236783,0.768306446964342
"BIOCARTA_LYM_PATHWAY",0.517425882223062,-0.0313452285467604,0.048278298657064,0.286151851178967,0.628323539129292
"BIOCARTA_BLYMPHOCYTE_PATHWAY",0.0884034779648608,-0.107850410395176,0.0627426324098816,1.05353064866074,0.159331849820389
"BIOCARTA_CARM_ER_PATHWAY",0.646605619197093,-0.0149284285861015,0.0324825327902443,0.189360525558539,0.737715138621289
"BIOCARTA_LAIR_PATHWAY",0.00446609851538731,-0.140324530950525,0.0485071725662342,2.35007170127864,0.0131142540979573
"BIOCARTA_VDR_PATHWAY",0.0021839901548039,0.144749546803339,0.0462705561572322,2.66074932371637,0.00713743770470552
"BIOCARTA_MTA3_PATHWAY",0.0115610108402432,0.10708021392837,0.0417889431137127,1.93700419159481,0.0292393863908249
"BIOCARTA_NUCLEARRS_PATHWAY",0.702087677385665,-0.0129343556808309,0.0337402081133095,0.153608649370071,0.78073409861675
"BIOCARTA_TEL_PATHWAY",0.895879866190331,0.00534341771239405,0.0407516950768458,0.0477502235394325,0.931955565500009
"BIOCARTA_PDZS_PATHWAY",0.0376544065862887,-0.116776619449529,0.0555579479093972,1.42418419226211,0.0787187497998521
"BIOCARTA_EICOSANOID_PATHWAY",0.321641369570616,0.0497731225509229,0.0500026482647709,0.492628097296859,0.441747956941922
"BIOCARTA_CHREBP_PATHWAY",0.109594811560667,-0.0687528184396989,0.0426687308317945,0.960210005741333,0.189046694027542
"BIOCARTA_LIS1_PATHWAY",0.416081541033502,0.0388734938314414,0.0476488723519667,0.380821550741812,0.535526064082266
"BIOCARTA_HSWI_SNF_PATHWAY",0.356682425080741,0.0380402486956732,0.0411237315643132,0.447718289255688,0.477792394485477
"BIOCARTA_PCAF_PATHWAY",0.0776299762322221,-0.0913099523107079,0.0513386968671251,1.10997054680343,0.144226925020481
"BIOCARTA_EFP_PATHWAY",3.30974917986366e-14,0.379620602864216,0.0446751927945577,13.4802049167767,2.87286228812166e-12
"BIOCARTA_ERAD_PATHWAY",0.309576492310154,0.0480266095093092,0.0470889460566019,0.509232024887054,0.42925302767606
"BIOCARTA_MHC_PATHWAY",0.960150820606552,0.00343956005102232,0.0686928543474715,0.0176605425724151,0.97315613298282
"BIOCARTA_PRC2_PATHWAY",0.00017162043397657,-0.185946997441107,0.0479362123681541,3.76543100416252,0.000811364578930624
"BIOCARTA_SM_PATHWAY",6.00764711233277e-06,-0.309833205134216,0.0659708230313153,5.22129558560237,4.23266046550718e-05
"BIOCARTA_RANBP2_PATHWAY",0.381331811579084,0.0425275304901618,0.0484032470919921,0.418696963367881,0.50224979246985
"BIOCARTA_HES_PATHWAY",0.000893291066692597,-0.17300771318704,0.0508124418955151,3.04900700912718,0.0033135754097828
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.0877332585679281,0.0808546226043697,0.0470027214409607,1.056835739879,0.158650975910337
"KEGG_OTHER_GLYCAN_DEGRADATION",0.824742592662775,0.0154443454738715,0.0695846478994806,0.0836815763344567,0.878591765379589
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.0117596798677751,0.0947985234854752,0.037078351466172,1.92960450084076,0.029707223880177
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.405594263405932,0.051943453018474,0.0622307982711523,0.391908196151957,0.5270296716113
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.770907192844334,-0.0163034010024799,0.0558691332430159,0.112997902184614,0.836434304236102
"KEGG_GLYCEROLIPID_METABOLISM",0.0389921993969983,0.0551842457201288,0.026465767368719,1.40902226727315,0.0812247065361947
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.0266526644779353,-0.0820222541232506,0.0365728591684457,1.57425936786738,0.0593706345328024
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.00647975797671471,0.0816956297838245,0.0295003588454,2.18844121501524,0.0180733609376233
"KEGG_ETHER_LIPID_METABOLISM",0.00045589914235605,0.113462685437473,0.0314893864982578,3.34113122479822,0.00188438312173834
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.000762615910314185,0.120142255369959,0.0347166248702072,3.11769413836267,0.00291351500947497
"KEGG_SPHINGOLIPID_METABOLISM",0.00131041241854088,0.114785279135355,0.0348433011544752,2.8825919998341,0.00458080588542377
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.000693016645939032,0.140093214210273,0.0402974038269424,3.15925633371049,0.00267112987866377
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.0207477789953756,0.135020039144691,0.0576168777334159,1.68302838674362,0.0483075970171299
"KEGG_RIBOFLAVIN_METABOLISM",0.107049000805213,-0.0629940494175188,0.038756269646672,0.970417382052937,0.185688514586182
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.000283285526194316,0.138390300805839,0.036965642104781,3.54777561416477,0.00122456093992363
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.0547697606495939,0.0886695613644587,0.0456817902600423,1.26145915698591,0.108737768169825
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.0199711403041286,0.120594506370826,0.0511728412840652,1.69959713724986,0.046750134261013
"KEGG_BASAL_TRANSCRIPTION_FACTORS",0.0134856813826682,-0.0756361591940423,0.0301707873042445,1.87012710532849,0.0334827558356864
"KEGG_NON_HOMOLOGOUS_END_JOINING",8.3141324758687e-06,0.232190182949591,0.0499888948206957,5.0801830598057,5.65569513248749e-05
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",0.370026486397428,-0.0333120813931465,0.0370127579000648,0.43176718813692,0.492008257035795
"KEGG_LYSOSOME",0.380975020698913,0.0476938372609621,0.0542361970193232,0.419103498676776,0.50224979246985
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.0112826083214841,-0.117487336973265,0.0457119345309462,1.94759048823574,0.028668922784099
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",3.69483799357554e-13,-0.457703046598208,0.0572311242466944,12.4324045992282,2.29079955601683e-11
"KEGG_TASTE_TRANSDUCTION",0.114262972593509,-0.0542442235204337,0.0341055114893323,0.942094481796867,0.195032535971373
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.220930999746371,-0.0597966918864885,0.0486116581065564,0.655743342190044,0.326803182992246
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",0.383368891880762,0.0404847765339061,0.0462724118543923,0.416383130458072,0.503273136951756
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",2.96105668958274e-07,0.227928546173518,0.0421532232804468,6.5285532779409,3.10410290647079e-06
"KEGG_PRIMARY_IMMUNODEFICIENCY",0.426568844228204,0.0415318612570534,0.0520569573897395,0.370010867765844,0.545786787721228
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.00580567364744777,-0.0683244653437871,0.0243427789093006,2.23614738068073,0.0163827201755028
