"term_id","pval","beta","se","log_p","adj_p"
"BIOCARTA_GRANULOCYTES_PATHWAY",0.376510485362007,-0.0348660678309288,0.0813289580903174,0.424222924718389,0.842762159740092
"BIOCARTA_LYM_PATHWAY",0.413812866810243,-0.0805015672638518,0.0889819974545893,0.383196009808967,0.877981275244384
"BIOCARTA_LAIR_PATHWAY",0.296920260593644,0.05153184005939,0.0786470352720993,0.527360166958326,0.794592744156193
"BIOCARTA_TEL_PATHWAY",0.722379324812691,0.0654007009699007,0.0607880944281155,0.141234692440197,0.999453439649229
"BIOCARTA_PDZS_PATHWAY",0.400766896679331,-0.0713279294665322,0.0762495597671292,0.397108158356469,0.868081802032351
"BIOCARTA_GHRELIN_PATHWAY",0.473001052631259,0.0997841933290205,0.0816954954151358,0.325137892768661,0.914563718372358
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.46930411262243,0.0894962091039056,0.0701111094666611,0.328545639946036,0.912553594589273
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.777308439980468,-0.0493614181218317,0.0881521973305003,0.109406616718744,0.999453439649229
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.658205751472221,-0.0876429949930692,0.0797537981238802,0.181638327113454,0.999453439649229
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.743568093585023,0.00314372387498132,0.0968346752941111,0.128679254022858,0.999453439649229
"KEGG_GLYCEROLIPID_METABOLISM",0.409393806686108,0.0969204003814275,0.0747589533232131,0.387858731635391,0.873223421265361
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.67461788623031,-0.0366769171800721,0.0598372600190489,0.170942148489021,0.999453439649229
"KEGG_ETHER_LIPID_METABOLISM",0.31314574330192,-0.0837494681807391,0.0533439892102616,0.504253487437212,0.809764543252103
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.533552106015753,-0.056765718898372,0.0441572062260549,0.272823161525167,0.951252736548144
"KEGG_LINOLEIC_ACID_METABOLISM",0.841345232522866,0.0214214179792693,0.0685244866337884,0.0750257618546072,0.999453439649229
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.928729114787554,-0.0206156191114446,0.0701619793927154,0.0321109395134728,0.999453439649229
"KEGG_SPHINGOLIPID_METABOLISM",0.200503933118416,0.0992302342305291,0.053222019395447,0.697877103767634,0.69505398862506
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.364933395326145,-0.0343846937678545,0.0862452126655067,0.437786392206092,0.836894940324288
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.44127489152397,0.0663894985589098,0.0842048143705293,0.355290783141555,0.899120956935722
"KEGG_RIBOFLAVIN_METABOLISM",0.346960118628483,0.0906143816472644,0.0653643033989731,0.459720442370458,0.831288120958854
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.755344779494052,-0.0803189494866627,0.0748214784326119,0.121854768035918,0.999453439649229
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.961505344103838,-0.0180924388685671,0.111469479277402,0.0170482975842558,0.999453439649229
