"term_id","pval","beta","se","log_p","adj_p"
"BIOCARTA_GRANULOCYTES_PATHWAY",0.306210303304086,-0.0599584901517747,0.058250048886316,0.513980200336557,0.440192933974282
"BIOCARTA_LYM_PATHWAY",0.600119455364705,-0.0321714863071622,0.0611376800658984,0.22176229354623,0.714599963549121
"BIOCARTA_LAIR_PATHWAY",0.285550560248091,-0.0616932989479536,0.0573932473799714,0.544316983415807,0.42044693695392
"BIOCARTA_TEL_PATHWAY",0.225687820500921,0.0647710572941296,0.0529961423607967,0.646491877483897,0.355488597407981
"BIOCARTA_PDZS_PATHWAY",0.107890068644086,-0.0829505977470924,0.0510495846965897,0.967018530586585,0.205844432158435
"BIOCARTA_GHRELIN_PATHWAY",0.197272286539011,-0.0789433184452961,0.060693505016019,0.704933921582867,0.323159531716464
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.010265914492751,0.131259566651469,0.0498027735347587,1.98860235740246,0.0359409054110029
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.406217791669259,-0.0495373339759116,0.0593434055368579,0.391241059132666,0.538651863784963
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.207606639666933,-0.0775170034976369,0.0609766067127367,0.682758761013372,0.335105940457317
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.385862947014352,0.05757178037961,0.0659951997790003,0.413566923112467,0.514776249766875
"KEGG_GLYCEROLIPID_METABOLISM",0.00417597933175339,0.163116340087439,0.055334745574796,2.37924165946165,0.0191486761409307
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.129039236293095,-0.0666313960888638,0.0434379471265707,0.889278215943617,0.234224420373931
"KEGG_ETHER_LIPID_METABOLISM",1.25852439840443e-05,-0.185519894568229,0.039737718223905,4.90013836057672,0.00029550152874536
"KEGG_ARACHIDONIC_ACID_METABOLISM",8.17695939872065e-05,-0.151938304253852,0.0364732380328693,4.08740815865677,0.00106894397914818
"KEGG_LINOLEIC_ACID_METABOLISM",0.000912909819242668,-0.161083317779742,0.0467639568028832,3.0395721216329,0.00593222948961749
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.0108264184436908,-0.133693006400741,0.0512667091730218,1.96551519133382,0.0373829860379206
"KEGG_SPHINGOLIPID_METABOLISM",0.297425368149676,0.054858645362501,0.0522714068404957,0.526621992177336,0.432507079530619
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.287247489026411,-0.0656108190878527,0.0612285213019173,0.541743759007789,0.421887262865313
