"term_id","pval","beta","se","log_p","adj_p"
"BIOCARTA_GRANULOCYTES_PATHWAY",0.182615789035706,0.106836196492702,0.0738587833834577,0.738461675900079,0.305195418594379
"BIOCARTA_LYM_PATHWAY",0.599919235652499,-0.0304663320438046,0.0635403666385764,0.221907212735314,0.706066678197709
"BIOCARTA_BLYMPHOCYTE_PATHWAY",0.087419368550206,-0.0293343266891811,0.0785472997365065,1.05839233484192,0.174281925835761
"BIOCARTA_CARM_ER_PATHWAY",0.0612166291339914,0.0762393739676769,0.0438421484676337,1.21313058830961,0.135480438820783
"BIOCARTA_LAIR_PATHWAY",0.687777292702506,-0.0746174353559883,0.0666735844019196,0.162552166718124,0.778345013442185
"BIOCARTA_VDR_PATHWAY",0.00163420011860255,0.133865065755652,0.0590509528310232,2.78669476231816,0.0086906127666461
"BIOCARTA_MTA3_PATHWAY",0.412551948103317,-0.084450421282868,0.0568747134881075,0.384521357770681,0.545175704640753
"BIOCARTA_NUCLEARRS_PATHWAY",0.115507017255417,-0.107867636923053,0.0457460143743533,0.937391630813121,0.217046204808421
"BIOCARTA_TEL_PATHWAY",0.513224513054413,0.0160135220046904,0.0559191154716365,0.289692608668848,0.63601521951483
"BIOCARTA_PDZS_PATHWAY",0.301966719182393,-0.116271756157427,0.0684960722339343,0.520040919532604,0.439893212761841
"BIOCARTA_RACC_PATHWAY",0.682384997210065,-0.0392477495810358,0.0603099227495288,0.165970530053469,0.774154325297251
"BIOCARTA_EICOSANOID_PATHWAY",0.0300569643252088,0.128052300593054,0.0595290017988814,1.52205488414115,0.0796024948805236
"BIOCARTA_CHREBP_PATHWAY",0.530917713183314,-0.00551786107636662,0.0580638788801775,0.274972784906647,0.649855145019352
"BIOCARTA_LIS1_PATHWAY",0.00510179428423652,0.138681143849714,0.06114383157946,2.29227705709865,0.0204351577271704
"BIOCARTA_HSWI_SNF_PATHWAY",0.0103482178286217,0.0374266492329694,0.0539137909764578,1.98513443801766,0.0352611901438727
"BIOCARTA_PCAF_PATHWAY",0.0842698171595822,0.114702713418651,0.0728674417142862,1.07432794836748,0.170484920957197
"BIOCARTA_EFP_PATHWAY",0.000285978465894733,0.12564690133206,0.0613570962340954,3.54366666790308,0.00217562089852556
"BIOCARTA_ERAD_PATHWAY",0.346866829446878,0.056873367069777,0.0674607984500674,0.459837229350695,0.486670399578381
"BIOCARTA_PRION_PATHWAY",0.98427815368199,0.0201074978298676,0.0759913498810331,0.00688215407000077,0.989211039055039
"BIOCARTA_MHC_PATHWAY",0.961780997335777,0.0334783580787168,0.0896028504045232,0.0169238078753754,0.980121937284971
"BIOCARTA_PRC2_PATHWAY",0.0038359265645086,-0.233105521657971,0.0668427761638866,2.41612971561346,0.0165443210685794
"BIOCARTA_SM_PATHWAY",0.52517282004084,-0.11018186006607,0.100371977982575,0.279697758614037,0.645709118243255
"BIOCARTA_RANBP2_PATHWAY",0.0288017973434007,0.121684930711325,0.0617727039469717,1.54058040974198,0.0769569975358427
"BIOCARTA_HES_PATHWAY",0.697791566248918,-0.0749553605547231,0.0687556923739427,0.156274283890045,0.78523950778191
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.12381928233041,0.0927365587379223,0.0650038364653199,0.907211717532336,0.229322102777624
"KEGG_OTHER_GLYCAN_DEGRADATION",0.965014253445521,0.0262592192360028,0.0835961108651832,0.0154662719960805,0.980878805190005
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.00446330922103085,0.125473857166925,0.0466427597071863,2.35034302390665,0.0186981080368616
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.268194116913734,0.124735755023667,0.0658795104693435,0.571550753031492,0.400554403652346
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.401493816737731,0.0142906257887176,0.0729200593007413,0.396321138747346,0.533458430850436
"KEGG_GLYCEROLIPID_METABOLISM",0.133960098436219,0.0691433802512143,0.0357752235191606,0.873024542004887,0.243573921720959
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.0905558384590358,-0.0470636152754352,0.0491917596407852,1.0430835439275,0.178906981121504
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.0897855684745848,0.0747007084287389,0.036666611997651,1.04679346328288,0.177866347674336
"KEGG_ETHER_LIPID_METABOLISM",0.422031438920853,0.0338940384592522,0.0404838262942828,0.374655195386033,0.5536951393267
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.0243696561036543,0.084255109607809,0.0415123458413013,1.61315059938889,0.068292132867812
"KEGG_SPHINGOLIPID_METABOLISM",0.111349727731595,0.0864683387852868,0.0436434068280178,0.95331084055011,0.211227059272661
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.0289153739480357,0.104346732097524,0.0533477979658729,1.53887118681125,0.0771663633619321
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.169965115691784,0.125596993310576,0.0665577669954691,0.769640205781643,0.289800442397431
